The row below gives BB SW fluxes in Wm-2 :
                SFC_DN_TOT     SFC_DN_DIR     TOA_UP        SFC_UP
                  706.96        633.47        172.21        138.75
Spectral values follow (Wm-2/cm-1)
   wvn(cm-1) SFC_DN_TOT    SFC_DN_DIR     TOA_UP        SFC_UP   
    1103.0  0.0015725440  0.0015715040  0.0002586854  0.0003086925
    1104.0  0.0015743340  0.0015732910  0.0002591165  0.0003090438
    1105.0  0.0015758370  0.0015747920  0.0002595047  0.0003093390
    1106.0  0.0015769710  0.0015759240  0.0002597596  0.0003095618
    1107.0  0.0015782440  0.0015771950  0.0002600117  0.0003098114
    1108.0  0.0015813441  0.0015802910  0.0002606668  0.0003104197
    1109.0  0.0015880590  0.0015869990  0.0002621871  0.0003117379
    1110.0  0.0015992320  0.0015981620  0.0002648066  0.0003139314
    1111.0  0.0016155380  0.0016144550  0.0002686787  0.0003171325
    1112.0  0.0016357061  0.0016346050  0.0002734949  0.0003210914
    1113.0  0.0016572340  0.0016561151  0.0002786175  0.0003253176
    1114.0  0.0016761910  0.0016750550  0.0002830860  0.0003290383
    1115.0  0.0016881099  0.0016869640  0.0002858352  0.0003313784
    1116.0  0.0016897660  0.0016886170  0.0002861236  0.0003317031
    1117.0  0.0016807970  0.0016796530  0.0002838995  0.0003299428
    1118.0  0.0016637390  0.0016626060  0.0002798224  0.0003265943
    1119.0  0.0016450040  0.0016438850  0.0002753872  0.0003229168
    1120.0  0.0016312069  0.0016300960  0.0002721800  0.0003202081
    1121.0  0.0016289341  0.0016278230  0.0002716719  0.0003197620
    1122.0  0.0016407490  0.0016396260  0.0002744693  0.0003220813
    1123.0  0.0016657130  0.0016645690  0.0002803031  0.0003269816
    1124.0  0.0016991090  0.0016979370  0.0002880598  0.0003335376
    1125.0  0.0017343410  0.0017331410  0.0002961817  0.0003404531
    1126.0  0.0017650150  0.0017637900  0.0003031168  0.0003464754
    1127.0  0.0017854560  0.0017842141  0.0003075249  0.0003504875
    1128.0  0.0017920270  0.0017907789  0.0003085096  0.0003517774
    1129.0  0.0017816829  0.0017804420  0.0003054038  0.0003497472
    1130.0  0.0017532790  0.0017520600  0.0002980102  0.0003441717
    1131.0  0.0017068880  0.0017057060  0.0002864489  0.0003350645
    1132.0  0.0016459890  0.0016448530  0.0002716558  0.0003231096
    1133.0  0.0015776290  0.0015765449  0.0002552802  0.0003096905
    1134.0  0.0015126721  0.0015116381  0.0002398565  0.0002969395
    1135.0  0.0014633490  0.0014623520  0.0002280806  0.0002872575
    1136.0  0.0014404299  0.0014394500  0.0002223675  0.0002827585
    1137.0  0.0014487860  0.0014477980  0.0002237492  0.0002843986
    1138.0  0.0014869880  0.0014859691  0.0002319014  0.0002918979
    1139.0  0.0015459670  0.0015449011  0.0002447953  0.0003034756
    1140.0  0.0016139540  0.0016128341  0.0002597853  0.0003168214
    1141.0  0.0016779359  0.0016767650  0.0002739405  0.0003293809
    1142.0  0.0017280970  0.0017268860  0.0002849788  0.0003392278
    1143.0  0.0017581640  0.0017569280  0.0002914217  0.0003451300
    1144.0  0.0017653180  0.0017640750  0.0002925301  0.0003465341
    1145.0  0.0017506550  0.0017494221  0.0002885108  0.0003436567
    1146.0  0.0017166180  0.0017154110  0.0002798940  0.0003369743
    1147.0  0.0016700090  0.0016688390  0.0002682734  0.0003278252
    1148.0  0.0016177860  0.0016166570  0.0002553106  0.0003175735
    1149.0  0.0015707370  0.0015696440  0.0002435556  0.0003083379
    1150.0  0.0015371750  0.0015361080  0.0002350143  0.0003017493
    1151.0  0.0015249480  0.0015238890  0.0002315524  0.0002993493
    1152.0  0.0015364561  0.0015353870  0.0002337727  0.0003016081
    1153.0  0.0015695830  0.0015684851  0.0002412201  0.0003081110
    1154.0  0.0016182070  0.0016170690  0.0002524473  0.0003176562
    1155.0  0.0016728380  0.0016716530  0.0002652465  0.0003283802
    1156.0  0.0017248290  0.0017236010  0.0002775174  0.0003385859
    1157.0  0.0017658450  0.0017645820  0.0002872827  0.0003466378
    1158.0  0.0017908750  0.0017895900  0.0002933147  0.0003515512
    1159.0  0.0017969620  0.0017956709  0.0002949192  0.0003527467
    1160.0  0.0017840940  0.0017828119  0.0002921393  0.0003502198
    1161.0  0.0017550220  0.0017537629  0.0002856407  0.0003445139
    1162.0  0.0017154190  0.0017141911  0.0002767953  0.0003367394
    1163.0  0.0016733010  0.0016721060  0.0002673845  0.0003284710
    1164.0  0.0016375540  0.0016363880  0.0002594054  0.0003214541
    1165.0  0.0016143330  0.0016131840  0.0002541242  0.0003168955
    1166.0  0.0016055549  0.0016044130  0.0002519459  0.0003151726
    1167.0  0.0016057120  0.0016045710  0.0002516248  0.0003152034
    1168.0  0.0016053770  0.0016042350  0.0002511848  0.0003151375
    1169.0  0.0015932280  0.0015920961  0.0002482291  0.0003127529
    1170.0  0.0015621430  0.0015610340  0.0002413354  0.0003066508
    1171.0  0.0015131980  0.0015121270  0.0002306679  0.0002970427
    1172.0  0.0014547710  0.0014537440  0.0002179762  0.0002855737
    1173.0  0.0014027120  0.0014017239  0.0002063621  0.0002753543
    1174.0  0.0013712900  0.0013703250  0.0001987406  0.0002691862
    1175.0  0.0013710370  0.0013700729  0.0001972454  0.0002691365
    1176.0  0.0014027019  0.0014017130  0.0002021325  0.0002753522
    1177.0  0.0014583630  0.0014573300  0.0002120279  0.0002862786
    1178.0  0.0015245770  0.0015234920  0.0002242893  0.0002992768
    1179.0  0.0015859220  0.0015847890  0.0002359734  0.0003113183
    1180.0  0.0016298461  0.0016286770  0.0002444099  0.0003199410
    1181.0  0.0016487490  0.0016475640  0.0002480171  0.0003236515
    1182.0  0.0016403660  0.0016391880  0.0002461635  0.0003220063
    1183.0  0.0016092859  0.0016081320  0.0002396807  0.0003159053
    1184.0  0.0015640650  0.0015629450  0.0002302868  0.0003070282
    1185.0  0.0015179310  0.0015168471  0.0002205964  0.0002979721
    1186.0  0.0014837250  0.0014826680  0.0002132793  0.0002912573
    1187.0  0.0014716180  0.0014705691  0.0002103687  0.0002888805
    1188.0  0.0014860040  0.0014849440  0.0002128336  0.0002917045
    1189.0  0.0015226960  0.0015216050  0.0002199284  0.0002989074
    1190.0  0.0015735530  0.0015724220  0.0002300599  0.0003088903
    1191.0  0.0016247880  0.0016236150  0.0002405993  0.0003189481
    1192.0  0.0016665370  0.0016653300  0.0002494594  0.0003271433
    1193.0  0.0016897049  0.0016884780  0.0002548460  0.0003316911
    1194.0  0.0016940190  0.0016927860  0.0002564960  0.0003325382
    1195.0  0.0016824200  0.0016811950  0.0002550037  0.0003302613
    1196.0  0.0016651819  0.0016639690  0.0002523376  0.0003268772
    1197.0  0.0016524820  0.0016512770  0.0002506193  0.0003243845
    1198.0  0.0016543450  0.0016531360  0.0002518830  0.0003247499
    1199.0  0.0016752590  0.0016740310  0.0002570413  0.0003288553
    1200.0  0.0017125719  0.0017113111  0.0002655080  0.0003361804
    1201.0  0.0017593130  0.0017580130  0.0002757062  0.0003453559
    1202.0  0.0018027920  0.0018014550  0.0002849362  0.0003538900
    1203.0  0.0018332771  0.0018319150  0.0002910599  0.0003598747
