AlbSet,AOD,COD,th0,cos_th0,Ts,RH,rh,tpw,alb_C01,alb_C02,alb_C03,alb_C05,alb_C06,C01_rad,C02_rad,C03_rad,C05_rad,C06_rad,C01,C02,C03,C05,C06,C01_srf,C02_srf,C03_srf,C05_srf,C06_srf
2,0.12,0.5,0.0,1.0,300.0,90.0,0.9,50.77481736061284,0.0407,0.0745,0.3575,0.2494,0.1275,15.201746036420879,57.890575598008574,39.6989453673829,2.3759421305571187,1.6546338320992848,0.15116549143676006,0.19699358184517302,0.271796950269833,0.17048698428724493,0.09089204977404611,20.513837645571297,151.80965308263248,130.6225360169343,10.210126736849258,7.40548472324148
3,0.12,0.5,0.0,1.0,300.0,90.0,0.9,50.77481736061284,0.0673,0.1207,0.2988,0.2961,0.1916,18.336370843902472,54.54885382872297,33.60282323463838,2.9792419309744087,2.3308802417562533,0.18233606213025505,0.18562216717082652,0.23006013865383165,0.21377708057007097,0.12803949661917563,33.58999648232676,147.13009132705545,108.54477440766425,13.268542594505707,11.185322393539181
4,0.12,0.5,0.0,1.0,300.0,90.0,0.9,50.77481736061284,0.0938,0.1669,0.2401,0.3428,0.2555,21.341375813191547,51.449780323140665,27.907881302018428,3.6103148903928495,3.027600934324977,0.21221769887541403,0.17507645080923043,0.19106998828773056,0.2590600545671055,0.16631163311188846,46.891461064295804,143.50360170941198,87.28005532298286,16.36952990135388,14.964477727690536
0,0.12,0.5,0.0,1.0,320.0,50.0,0.5,89.89379743803187,0.0145,0.0288,0.4156,0.2031,0.0641,12.027351971331527,57.5323261459651,42.05515945585266,1.698857224801859,0.8015709271152089,0.11959945700140613,0.1957745087573155,0.28792865849286975,0.1219023987436735,0.0440317508269178,7.815045051853341,148.90159330875974,144.61110776142203,6.65786454138277,3.274260777777794
1,0.12,0.5,0.0,1.0,320.0,50.0,0.5,89.89379743803187,0.0251,0.0472,0.3922,0.2218,0.0897,13.256634369031321,56.25064308174096,39.78160612051129,1.947469965853505,1.0246201291547772,0.13182338689193593,0.19141311944647063,0.27236288320329993,0.13974173747678575,0.05628424970645553,12.858001969178176,147.18054018507553,136.17869452192045,7.8301327759260735,4.686017637910923
2,0.12,0.5,0.0,1.0,320.0,50.0,0.5,89.89379743803187,0.0407,0.0745,0.3575,0.2494,0.1275,14.961770274773182,54.64902470013499,36.632382272382685,2.3024247660577988,1.349841787053979,0.148779183057744,0.1859630347222745,0.25080187119864245,0.16521170691199324,0.07414926766022738,20.26349868341638,144.67912922769827,123.75009541106355,9.47854721638634,6.625706953167628
3,0.12,0.5,0.0,1.0,320.0,50.0,0.5,89.89379743803187,0.0673,0.1207,0.2988,0.2961,0.1916,17.964629879843493,51.64642285959816,31.025691527680628,2.8691154026004106,1.9145844545330482,0.17863948639582836,0.17574559802705866,0.21241592841316595,0.20587489327727518,0.10517161087976036,33.171207054972584,140.83585721747394,102.7566517923741,12.314670823367326,9.982935870161128
4,0.12,0.5,0.0,1.0,320.0,50.0,0.5,89.89379743803187,0.0938,0.1669,0.2401,0.3428,0.2555,20.941008593741305,48.92063022719877,25.63372539569215,3.4904456258139356,2.469104359157925,0.20823646492121134,0.16647010459005765,0.17550008752443583,0.25045877208469214,0.1356323991182782,46.36938315483303,137.88423297974984,82.37770076008124,15.28677857876601,13.325235710861335
0,0.12,0.5,0.0,1.0,320.0,90.0,0.9,163.54494133649348,0.0145,0.0288,0.4156,0.2031,0.0641,12.252193010363138,56.425047082195235,40.301675090718504,1.7079669790147545,0.6316201549353735,0.12183526636691816,0.19200659201748438,0.27592351078985616,0.12255607397564997,0.03469604540107813,7.882532092066198,142.64384928624787,138.25948984289533,6.210257491069296,2.9091548688803823
1,0.12,0.5,0.0,1.0,320.0,90.0,0.9,163.54494133649348,0.0251,0.0472,0.3922,0.2218,0.0897,13.58088244249483,55.22198167703324,38.179991232005754,1.9435819994993808,0.7967811603450174,0.1350476954190684,0.18791272767240386,0.2613975026831357,0.1394627543945802,0.043768640215230394,13.019135682066509,141.3378692261333,130.18151434808112,7.33715370684848,4.145299749168957
2,0.12,0.5,0.0,1.0,320.0,90.0,0.9,163.54494133649348,0.0407,0.0745,0.3575,0.2494,0.1275,15.347762363455207,53.74909817164262,35.14637470200202,2.2851071013103286,1.0382109181283505,0.15261747134624232,0.1829007098375431,0.24062799070963603,0.1639690687181912,0.057030816495971325,20.55994998234855,139.79999030038726,118.57133541939848,8.873589145926562,5.820794786721493
3,0.12,0.5,0.0,1.0,320.0,90.0,0.9,163.54494133649348,0.0673,0.1207,0.2988,0.2961,0.1916,18.3646991085309,50.934071689427924,29.79470801118014,2.884652429492048,1.4603310727488281,0.18261775714304154,0.1733215660133182,0.20398805803724004,0.20698976085989765,0.08021864534370776,33.542057365153454,136.8777209775154,98.49810944987266,11.58770501142111,8.797262956837026
4,0.12,0.5,0.0,1.0,320.0,90.0,0.9,163.54494133649348,0.0938,0.1669,0.2401,0.3428,0.2555,21.448352488196004,48.27056615371402,24.668194337999047,3.4981760379713562,1.8574955567010476,0.21328147020869218,0.16425802690829713,0.16888962484228595,0.2510134718979014,0.10203561375300738,46.84795391746526,134.86555826187868,78.9632752558694,14.417701202078739,11.783076233792368
0,0.12,0.5,15.0,0.9659258262890683,270.0,50.0,0.5,3.5027922523960817,0.0145,0.0288,0.4156,0.2031,0.0641,11.84694596777268,62.73267119317691,49.11059317712125,1.7266284534662544,1.1760882812204039,0.11780550766685088,0.21347056009380108,0.3362333514897598,0.1238951379455471,0.06460467114934648,7.573163818641149,167.4905293263007,163.31979284124742,8.89070980154029,4.515453546834592
1,0.12,0.5,15.0,0.9659258262890683,270.0,50.0,0.5,3.5027922523960817,0.0251,0.0472,0.3922,0.2218,0.0897,12.91866945982669,61.33530183821653,46.671503378433584,1.9603728265082956,1.5104046465990877,0.12846267875578513,0.20871550641622472,0.3195342386397181,0.14066758906779148,0.08296927794801502,12.49138435744107,164.8347607148644,154.11051165383384,10.302386959074617,6.436631872248961
2,0.12,0.5,15.0,0.9659258262890683,270.0,50.0,0.5,3.5027922523960817,0.0407,0.0745,0.3575,0.2494,0.1275,14.607422893723026,59.30648511954203,42.875607622713176,2.3102017479531813,1.9760747127888376,0.14525556834483916,0.20181172513247445,0.29354581803057317,0.16576974836138217,0.10854938275023714,19.634921306741706,160.55858012214716,140.22831092511984,12.335177971211992,9.156150481391194
3,0.12,0.5,15.0,0.9659258262890683,270.0,50.0,0.5,3.5027922523960817,0.0673,0.1207,0.2988,0.2961,0.1916,17.515064575699526,55.74799748823229,36.447570167275984,2.8976697125553295,2.7688787129881263,0.17416902885950186,0.1897026863605821,0.24953656386928907,0.20792382289134614,0.15209955031556027,31.852783493481553,153.34795178525334,116.64142675666783,15.747504196209407,13.737011504362872
4,0.12,0.5,15.0,0.9659258262890683,270.0,50.0,0.5,3.5027922523960817,0.0938,0.1669,0.2401,0.3428,0.2555,20.34913017110648,52.181452615829635,30.159245364228816,3.505570038556252,3.5725873661016165,0.20235085201766403,0.17756622991722446,0.20648384576915982,0.2515440323207857,0.1962487303247356,44.270904936448666,146.81933631895834,93.53760632950238,19.310328909128852,18.35847173580671
0,0.12,0.5,15.0,0.9659258262890683,270.0,90.0,0.9,6.307579202674779,0.0145,0.0288,0.4156,0.2031,0.0641,11.923371483891549,62.89163285614482,49.11064306980771,1.7514484580500334,1.1739192177623685,0.11856547962498899,0.2140114845368669,0.3362336930776759,0.1256761105025226,0.06448552054335369,7.60901340021268,165.96771193591346,161.76678385226373,8.572578545507328,4.320164470563903
1,0.12,0.5,15.0,0.9659258262890683,270.0,90.0,0.9,6.307579202674779,0.0251,0.0472,0.3922,0.2218,0.0897,13.046595652462889,61.4729323283351,46.55174869326188,2.002335806763304,1.491533308979761,0.1297347711674827,0.20918384384316327,0.31871434385639374,0.1436786649115049,0.08193264100458782,12.50818358665041,163.25870841416437,152.5268548033233,9.980814221211071,6.173979100670168
2,0.12,0.5,15.0,0.9659258262890683,270.0,90.0,0.9,6.307579202674779,0.0407,0.0745,0.3575,0.2494,0.1275,14.739150434569645,59.50253289050917,42.772219168927265,2.3326473282992977,1.9604914374075821,0.14656546119531355,0.2024788484460127,0.29283797387572036,0.1673803428512779,0.10769336505368206,19.73101652089469,159.23352390467898,138.7739621107077,11.929487241490063,8.756135925257261
3,0.12,0.5,15.0,0.9659258262890683,270.0,90.0,0.9,6.307579202674779,0.0673,0.1207,0.2988,0.2961,0.1916,17.706052700068124,55.93858633671544,36.39138151045874,2.9305020805284254,2.7641088939829865,0.17606820633619397,0.1903512337197093,0.2491518708901342,0.21027972682130833,0.15183753547093554,31.961912119274963,152.36873465630842,115.50956365887741,15.268996261082073,13.176847469399714
4,0.12,0.5,15.0,0.9659258262890683,270.0,90.0,0.9,6.307579202674779,0.0938,0.1669,0.2401,0.3428,0.2555,20.574967369628318,52.39858393502584,30.117220195210194,3.546653069466225,3.542335947186452,0.20459656714916696,0.17830509761472751,0.2061961224387758,0.25449196693381376,0.1945869647906149,44.59669254576618,146.27746453558723,92.6264346700029,18.709577943964707,17.617236669026994
0,0.12,0.5,15.0,0.9659258262890683,285.0,50.0,0.5,10.524269951667252,0.0145,0.0288,0.4156,0.2031,0.0641,11.81352615017541,61.26541690614147,47.51268372713082,1.7272098044307431,1.1332766996932946,0.1174731824761317,0.20847769770652952,0.32529334007898875,0.12393685309149846,0.06225295300870462,7.539749672526453,161.9706998578002,157.82830547276302,8.183723699038923,4.129733001587653
1,0.12,0.5,15.0,0.9659258262890683,285.0,50.0,0.5,10.524269951667252,0.0251,0.0472,0.3922,0.2218,0.0897,12.94903086718519,59.935855481207845,45.06592497082416,1.957000189751291,1.4464244464102793,0.12876459125011724,0.2039533849893857,0.3085417220736261,0.14042558373340094,0.07945472903253893,12.44263261233051,159.5995237448827,148.93119972251853,9.48219085725137,5.891500974297964
2,0.12,0.5,15.0,0.9659258262890683,285.0,50.0,0.5,10.524269951667252,0.0407,0.0745,0.3575,0.2494,0.1275,14.624238053713327,58.12435664839725,41.415816766029934,2.301354990738993,1.892791840645063,0.14542277755340188,0.19778910626357554,0.2835514290309027,0.16513494461815517,0.10397450291074208,19.61906437880496,155.8334653907888,135.52323344991365,11.364601623086394,8.358307515101536
3,0.12,0.5,15.0,0.9659258262890683,285.0,50.0,0.5,10.524269951667252,0.0673,0.1207,0.2988,0.2961,0.1916,17.51995177861088,54.598449623802495,35.21375750086318,2.897368641213248,2.656316839446327,0.17421762698948484,0.18579093476755967,0.24108932385240905,0.20790221935794917,0.1459163216071029,31.813079438080248,149.3764005469863,112.70991534651729,14.637287047767217,12.528700397471688
4,0.12,0.5,15.0,0.9659258262890683,285.0,50.0,0.5,10.524269951667252,0.0938,0.1669,0.2401,0.3428,0.2555,20.353346299921057,51.19612871206881,29.15801674407322,3.488786629318911,3.410680086072151,0.20239277701645625,0.17421330963487386,0.1996289814153891,0.2503397299136972,0.187354868571318,44.26302380498017,143.58145136211974,90.35089096077135,17.922967749918097,16.80632355911004
0,0.12,0.5,15.0,0.9659258262890683,285.0,90.0,0.9,18.966876247123928,0.0145,0.0288,0.4156,0.2031,0.0641,11.95900719524482,61.34786969801724,47.04003516784094,1.7481248970684007,1.1122436069815926,0.11891983956538725,0.2087582730961669,0.32205737409108703,0.12543762662635155,0.061097566921120124,7.602592102596482,159.1241406694351,154.95429515918275,7.72263430621682,3.953712552119835
1,0.12,0.5,15.0,0.9659258262890683,285.0,90.0,0.9,18.966876247123928,0.0251,0.0472,0.3922,0.2218,0.0897,13.071523648246274,60.04372117624797,44.63744429453233,1.9947566504269387,1.4127752143489274,0.12998265405699425,0.20432043695604302,0.30560814940594105,0.14313481853973933,0.07760631543428771,12.519511498866903,156.77999678425266,146.0416955059464,9.020201088563944,5.64616635449054
2,0.12,0.5,15.0,0.9659258262890683,285.0,90.0,0.9,18.966876247123928,0.0407,0.0745,0.3575,0.2494,0.1275,14.82827496199199,58.16550728838548,41.056985054111536,2.329638684597113,1.8494185238623808,0.1474517115611985,0.19792913617142777,0.2810947047008993,0.1671644560310631,0.1015919276294937,19.797839056270316,153.54792131094297,133.06779973682922,10.83271718652921,7.984364482284997
3,0.12,0.5,15.0,0.9659258262890683,285.0,90.0,0.9,18.966876247123928,0.0673,0.1207,0.2988,0.2961,0.1916,17.777401813646716,54.695951606867276,34.85051666789851,2.926572589589374,2.6062746759268953,0.17677769877159216,0.18612272046294323,0.2386024126838724,0.20999776412054766,0.14316741442947173,32.108732575102955,147.64991037954414,110.68268024304237,13.986589783782076,11.99529307870608
4,0.12,0.5,15.0,0.9659258262890683,285.0,90.0,0.9,18.966876247123928,0.0938,0.1669,0.2401,0.3428,0.2555,20.682889541368112,51.333182846086565,28.910695615730937,3.5508790532936727,3.34957792705071,0.2056697404602381,0.17467968580211607,0.19793570901737834,0.25479520463860555,0.18399841569858041,44.63608901799108,142.4386808959741,88.7672555956998,17.17765707878286,16.092642587737014
0,0.12,0.5,15.0,0.9659258262890683,300.0,50.0,0.5,28.115555280876997,0.0145,0.0288,0.4156,0.2031,0.0641,11.845610540803909,59.2501609626062,44.99914778076682,1.7133706249258904,1.0379142277707367,0.11779222824003185,0.2016200618556011,0.30808453520286133,0.12294381544615861,0.057014518754302704,7.564753749282051,154.51732172529233,150.3434983099835,7.366319836350189,3.751783863277179
1,0.12,0.5,15.0,0.9659258262890683,300.0,50.0,0.5,28.115555280876997,0.0251,0.0472,0.3922,0.2218,0.0897,12.936411270738635,58.0312766547554,42.65359262098936,1.9368997451778283,1.324639311668815,0.1286391025402015,0.19747236798353218,0.2920258028305658,0.13898326570128663,0.07276484978921649,12.438411111504617,152.34344310917552,141.6686693161535,8.562103755083324,5.359512985829452
2,0.12,0.5,15.0,0.9659258262890683,300.0,50.0,0.5,28.115555280876997,0.0407,0.0745,0.3575,0.2494,0.1275,14.598745902586561,56.239019664277016,39.31666171038667,2.28169062668515,1.7449465641489323,0.14516928472806293,0.19137356657252094,0.26917966330797477,0.16372391777438264,0.09585309262077191,19.60667570791424,149.358535940808,129.05874664206644,10.349902530339426,7.583927658982975
3,0.12,0.5,15.0,0.9659258262890683,300.0,50.0,0.5,28.115555280876997,0.0673,0.1207,0.2988,0.2961,0.1916,17.499557895043687,52.941531737401704,33.432135579455235,2.8767908451470783,2.4485047373881175,0.1740148311116723,0.18015267351529718,0.2288915337022854,0.20642564871698976,0.13450082437895816,31.786233573745047,143.90491564775067,107.28898972309653,13.38420743193878,11.403651422919477
4,0.12,0.5,15.0,0.9659258262890683,300.0,50.0,0.5,28.115555280876997,0.0938,0.1669,0.2401,0.3428,0.2555,20.387614245655946,49.770298690690026,27.655540785814804,3.4612592155536657,3.15088442453724,0.2027335359559315,0.16936140826556964,0.18934235088832468,0.24836448577887332,0.17308381974998854,44.314508777756394,139.19519770784626,85.99034325052133,16.502880013396613,15.25095253697739
0,0.12,0.5,15.0,0.9659258262890683,300.0,90.0,0.9,50.77481736061284,0.0145,0.0288,0.4156,0.2031,0.0641,11.967690642037086,58.937553190877225,44.157789799990596,1.7203234697643661,0.9616496100806153,0.11900618737691976,0.2005563010615618,0.30232421761397027,0.12344272050511765,0.052825164413412395,7.646409841422047,150.42323284532472,146.20809288006222,6.8760941721460505,3.5031709994763496
1,0.12,0.5,15.0,0.9659258262890683,300.0,90.0,0.9,50.77481736061284,0.0251,0.0472,0.3922,0.2218,0.0897,13.15284910912792,57.989131066272584,41.867671599625,1.9772380609241962,1.224266221894382,0.1307913508495233,0.19732895240425283,0.28664503176012596,0.14187776288384737,0.06725117317100193,12.544052039680633,148.80116505451588,138.0269112279155,8.0912895026323,4.97710416367684
2,0.12,0.5,15.0,0.9659258262890683,300.0,90.0,0.9,50.77481736061284,0.0407,0.0745,0.3575,0.2494,0.1275,14.9193096201918,56.05109286177069,38.50364141024379,2.3108806259496677,1.6139654495921976,0.14835695618320321,0.19073407778582271,0.26361335830814836,0.16581846161109956,0.08865806145871331,19.788533666587988,145.88085912354535,125.39242683626762,9.798468957853263,7.075220396369081
3,0.12,0.5,15.0,0.9659258262890683,300.0,90.0,0.9,50.77481736061284,0.0673,0.1207,0.2988,0.2961,0.1916,17.87439654835446,52.88055156698643,32.65132208546572,2.8955142505027878,2.269795823826288,0.17774221013125743,0.1799451664717492,0.2235457310762477,0.2077691565716756,0.12468401829690239,32.242794087697135,141.27391736278446,104.22366518930852,12.704595427899548,10.665558018017647
4,0.12,0.5,15.0,0.9659258262890683,300.0,90.0,0.9,50.77481736061284,0.0938,0.1669,0.2401,0.3428,0.2555,20.7461076869809,49.80917804054542,27.09865440605672,3.5088967168423206,2.935351185967047,0.20629837890916244,0.16949370928881408,0.18552965465006607,0.25178273988078537,0.16124418643170413,44.741396410395424,137.49628633283095,83.84431074549411,15.697312433676974,14.286728454479602
