time,C01,C02,C03,C04,C05,C06,C08,C09,C10,C11,C12,C13,C14,Sat_Azi,Sat_Zen,Sun_Azi,Sun_Gli,Sun_Zen,ele,C08_rad,C09_rad,C10_rad,C11_rad,C12_rad,C13_rad,C14_rad,T_a,RH,ghi
2021/2/8 13:00,0.013875,0.00295,0,0.0249,0.035425,0.0011,286.17,240.155,257.775,284.175,287.0225,286.8,260.2,137.82,43.06,253.86,73.87,91.665,22.48,0.000339811,2.60E-05,0.006454974,0.024348826,0.033980773,0.054083047,0.056850138,300.45,30,0
2021/2/8 19:00,0.012275,0.011025,0.003575,0.03185,0.04545,0.006375,281.55,241.4025,258.8575,279.5675,281.995,282.1675,258.9025,137.82,43.06,337.08,121.705,163.81,22.48,0.000272681,2.83E-05,0.006700632,0.021592329,0.030120404,0.049103249,0.055399193,287.25,94,0
2021/2/8 22:00,0.00835,0,0,0.025375,0.0353,7.50E-05,279.6725,241.5,259.4025,278.845,280.9475,281.0675,258.7525,137.82,43.06,75.795,140.49,141.685,22.48,0.00024881,2.85E-05,0.006827882,0.021181751,0.029357121,0.04796746,0.055239316,288.65,94,0
2021/2/9 1:00,0.009275,0.0004,0,0.025225,0.03535,0,278.5225,239.655,257.825,277.7925,279.7425,279.945,259.3275,137.82,43.06,99.825,133.235,102.745,22.48,0.000235105,2.52E-05,0.006466465,0.020593799,0.028496421,0.046826815,0.055871914,287.65,96,0
2021/2/9 4:00,0.090575,0.066975,0.103725,0.027225,0.12845,0.073775,289.745,237.2325,255.1025,282.8225,285.7925,285.47,259.3075,137.82,43.06,124.26,108.385,66.43,22.48,0.000402282,2.14E-05,0.005879085,0.023519982,0.033013763,0.052628851,0.05585283,292.35,81,186.5
2021/2/9 7:00,0.118625,0.106525,0.195975,0.028225,0.2071,0.1303,302.17,234.9,251.5025,291.845,296.2975,295.0425,260.6,137.82,43.06,170.935,83.04,44.54,22.48,0.000690997,1.82E-05,0.005166407,0.029491282,0.041994782,0.063749418,0.057298498,297.05,53,379.3
2021/2/9 10:00,0.08165,0.0599,0.0854,0.028,0.1094,0.0569,296.8,232.855,247.85,288.945,292.995,291.745,259.555,137.82,43.06,225.29,68.44,57.59,22.48,0.000549173,1.58E-05,0.004514303,0.027467869,0.039013885,0.059769388,0.056123289,300.35,41,405.3
2021/2/9 13:00,0.0134,0.003575,0,0.025325,0.0356,0.00175,285.5425,233.03,246.96,281.0975,283.87,282.3225,256.58,137.82,43.06,254.13,73.57,91.5,22.48,0.000330979,1.60E-05,0.004365749,0.022502623,0.031552012,0.049317061,0.052911003,300.65,36,0
2021/2/9 19:00,0.014075,0.012825,0.003325,0.033275,0.046275,0.006625,264.575,230.385,240.83,255.28,256.5775,255.33,243.505,137.82,43.06,337.435,121.445,163.505,22.48,0.000115225,1.32E-05,0.003446081,0.010703038,0.015293546,0.026275498,0.039966885,287.05,56,0
2021/2/9 22:00,0.007475,7.50E-05,0,0.024725,0.0353,0,261.3775,226.805,234.405,250.375,248.58,245.555,236.0275,137.82,43.06,75.33,140.17,141.535,22.48,9.60E-05,1.02E-05,0.002657241,0.009156978,0.012008328,0.020213468,0.033588766,286.45,59,0
2021/2/10 1:00,0.008525,0.000425,0,0.025025,0.0353,0.00015,252.955,228.48,236.2325,244.605,244.2,243.1075,235.88,137.82,43.06,99.52,132.945,102.6,22.48,5.88E-05,1.15E-05,0.002859533,0.007495734,0.010392146,0.018812906,0.033450188,286.25,56,0
2021/2/10 4:00,0.163475,0.17045,0.18395,0.05285,0.1,0.082275,265.1525,230.155,238.0025,246.3025,245.9775,245.2275,236.88,137.82,43.06,123.99,108.13,66.22,22.48,0.000123448,1.30E-05,0.003078059,0.007956917,0.011034016,0.020012004,0.034301326,291.95,38,304.4
2021/2/10 13:00,0.0141,0.0036,0,0.0259,0.0358,0.00225,286.0975,245.63,256.8525,283.295,286.4925,285.925,257.405,137.82,43.06,254.42,73.265,91.335,22.48,0.000338747,3.72E-05,0.006251151,0.023804889,0.033560069,0.053119675,0.053754833,294.85,26,0
2021/2/10 19:00,0.012825,0.01495,0.0047,0.03335,0.0476,0.0072,281.6425,244.405,257.8025,279.1925,282.0425,281.62,256.655,137.82,43.06,337.79,121.175,163.2,22.48,0.000273943,3.44E-05,0.006461186,0.021378863,0.030155608,0.048536227,0.052949049,274.35,76,0
2021/2/10 22:00,0.007575,7.50E-05,0,0.02485,0.0353,0,279.8925,244.28,258.98,278.7225,281.195,281.12,257.03,137.82,43.06,74.875,139.85,141.37,22.48,0.000251504,3.41E-05,0.006728895,0.02111273,0.029536455,0.048021365,0.053356399,272.25,82,0
2021/2/11 1:00,0.008275,0.000525,0,0.0247,0.0353,0.0003,279.07,244.5775,259.6525,278.02,280.2725,280.3975,257.655,137.82,43.06,99.225,132.655,102.455,22.48,0.000241549,3.48E-05,0.006885692,0.020719862,0.028872838,0.047284382,0.054030692,271.85,79,0
2021/2/11 4:00,0.09115,0.068775,0.1072,0.027075,0.1302,0.076475,290.5675,244.4075,258.7025,283.575,286.465,286.095,258.95,137.82,43.06,123.725,107.875,66.01,22.48,0.000417749,3.44E-05,0.006665476,0.023983498,0.033546727,0.053316042,0.055457775,278.95,65,290.8
2021/2/11 7:00,0.11935,0.10435,0.195825,0.027875,0.207475,0.1319,303.0225,245.0325,260.13,293.32,297.4725,296.2975,261.1775,137.82,43.06,170.795,82.475,43.895,22.48,0.000716178,3.58E-05,0.00699859,0.030563381,0.043095829,0.065312242,0.057955721,287.35,29,584.3
2021/2/11 10:00,0.078025,0.057075,0.084475,0.026675,0.110575,0.058825,298.8225,241.88,257.405,291.995,296.1,295.315,261.2275,137.82,43.06,225.885,67.725,57.02,22.48,0.000599569,2.92E-05,0.006373083,0.029598685,0.041811488,0.064086037,0.058015274,288.75,23,433.1
2021/2/11 13:00,0.0141,0.0039,0,0.02515,0.0358,0.0019,287.6675,243.1025,257.8575,284.995,288.295,287.8425,259.0025,137.82,43.06,254.7,72.955,91.17,22.48,0.00036448,3.16E-05,0.006473491,0.024864857,0.035010432,0.055247892,0.055516232,281.55,44,0
2021/2/11 19:00,0.0159,0.01745,0.004825,0.034525,0.047425,0.007575,276.8225,235.35,250.4275,269.05,269.2825,267.85,247.6075,137.82,43.06,338.15,120.91,162.9,22.48,0.000217756,1.89E-05,0.004993868,0.016289978,0.021982369,0.035978604,0.04386631,266.25,87,0
2021/2/11 22:00,0.008475,7.50E-05,0,0.0247,0.0353,0.00015,279.5475,238.3575,256.63,278.0975,280.595,280.3925,256.93,137.82,43.06,74.41,139.53,141.205,22.48,0.000247323,2.31E-05,0.006203044,0.020763815,0.029104536,0.047280592,0.053242363,264.15,85,0
2021/2/12 1:00,0.008025,0.0005,0,0.024925,0.0353,7.50E-05,270.305,231.9825,246.5,263.3275,263.55,262.08,245.6325,137.82,43.06,98.925,132.365,102.295,22.48,0.000156611,1.49E-05,0.004295289,0.013691351,0.018644873,0.031103917,0.041895177,264.45,76,0
2021/2/12 4:00,0.101775,0.068225,0.0863,0.0291,0.114025,0.069,288.645,236.13,253.9775,280.465,283.395,282.325,256.3075,137.82,43.06,123.455,107.61,65.78,22.48,0.000381832,1.99E-05,0.00564957,0.022121199,0.031176337,0.04928593,0.052583919,267.25,80,296.7
2021/2/12 7:00,0.1287,0.10915,0.18415,0.028975,0.204325,0.130475,301.2475,236.1025,254.075,290.9225,295,293.345,259.68,137.82,43.06,170.735,82.19,43.575,22.48,0.000664896,1.98E-05,0.005668452,0.02883896,0.040805227,0.06167767,0.056267323,275.85,35,581.5
2021/2/12 10:00,0.105025,0.083475,0.097275,0.032275,0.11475,0.06435,294.8475,235.9775,253.755,286.85,290.3725,288.695,256.2075,137.82,43.06,226.145,67.39,56.765,22.48,0.000504495,1.96E-05,0.005605798,0.026076078,0.036769041,0.056246685,0.052497887,277.55,27,456.3
2021/2/12 13:00,0.014025,0.005225,0.00045,0.026075,0.035975,0.002775,286.8175,235.7275,253.4525,283.995,287.225,286.725,258.2525,137.82,43.06,254.99,72.645,91.01,22.48,0.000350322,1.93E-05,0.005543022,0.024236318,0.034142658,0.053999395,0.054685837,271.65,45,0
2021/2/12 19:00,0.0151,0.019275,0.005575,0.035825,0.0492,0.007875,282.5425,237.4275,255.025,279.825,282.72,282.2975,256.83,137.82,43.06,338.51,120.645,162.585,22.48,0.000286103,2.17E-05,0.005862387,0.021740191,0.030656995,0.049238627,0.053134698,270.55,48,0
2021/2/12 22:00,0.00625,0.00015,0,0.02525,0.0353,0.00015,280.7475,237.5325,255.3575,279.2725,281.945,281.6725,258.2025,137.82,43.06,73.95,139.2,141.03,22.48,0.000262226,2.18E-05,0.005932033,0.021423985,0.030083643,0.048589677,0.054629592,267.85,65,0
2021/2/13 1:00,0.0082,0.000225,0,0.02515,0.0353,7.50E-05,279.4725,235.85,253.68,278.2725,280.8675,280.595,255.9025,137.82,43.06,98.615,132.065,102.14,22.48,0.000246377,1.95E-05,0.005588302,0.020860512,0.029299403,0.047485106,0.052142874,266.45,66,0
2021/2/13 4:00,0.10485,0.072975,0.085975,0.026275,0.122075,0.0724,289.2175,234.8525,252.38,282,285.1975,284.525,257.2325,137.82,43.06,123.18,107.35,65.56,22.48,0.000392395,1.82E-05,0.005333194,0.023020591,0.032546323,0.05160341,0.053572695,270.85,53,320.4
2021/2/13 7:00,0.134225,0.10895,0.177025,0.02785,0.20165,0.130025,300.695,234.1,250.455,289.67,294.0225,292.2,259.25,137.82,43.06,170.67,81.895,43.235,22.48,0.000649315,1.72E-05,0.004972208,0.027960675,0.039918271,0.060297072,0.055787674,283.65,14,598
2021/2/13 10:00,0.1203,0.086625,0.105225,0.0284,0.1213,0.072725,294.495,233.955,249.205,286.95,290.525,288.4225,257.5775,137.82,43.06,226.41,67.055,56.51,22.48,0.000497737,1.71E-05,0.004751576,0.026139238,0.036893675,0.05595008,0.053944126,286.25,12,319.9
2021/2/13 13:00,0.01585,0.008575,0.005075,0.025275,0.041725,0.008175,284.3225,235.725,250.575,279.095,282.445,280.9175,255.6025,137.82,43.06,255.29,72.335,90.84,22.48,0.000312768,1.93E-05,0.004993995,0.02132478,0.030454307,0.047815824,0.051821358,283.35,16,0
2021/2/13 19:00,0.01865,0.021275,0.0084,0.0371,0.049775,0.0084,269.125,231.0525,242.8525,264.0025,264.3025,261.33,245.2825,137.82,43.06,338.87,120.365,162.28,22.48,0.000148306,1.39E-05,0.003739288,0.014058781,0.01918476,0.030721022,0.041637235,273.05,50,0
2021/2/13 22:00,0.007525,0,0,0.02535,0.0353,7.50E-05,267.3775,232.755,244.7775,264.8775,265.8775,264.03,249.305,137.82,43.06,73.49,138.87,140.85,22.48,0.000132813,1.57E-05,0.004020296,0.014356673,0.019899159,0.032620825,0.045397511,273.95,40,0
2021/2/14 1:00,0.009275,0.00045,0,0.025225,0.0353,7.50E-05,277.1225,236.6025,249.205,272.8,274.7525,273.7225,253.255,137.82,43.06,98.31,131.755,101.98,22.48,0.000219425,2.05E-05,0.004751824,0.017979334,0.025140819,0.040849592,0.049362729,277.35,29,0
2021/2/14 4:00,0.119825,0.0834,0.09085,0.02785,0.1322,0.0834,290.9975,241.2,255.35,280.72,283.97,282.47,256.48,137.82,43.06,122.9,107.075,65.33,22.48,0.000424855,2.79E-05,0.005930667,0.022280769,0.031626031,0.049459943,0.052758194,275.05,37,159.6
2021/2/14 7:00,0.13995,0.11385,0.17395,0.0294,0.208075,0.13545,301.5425,242.1775,255.3775,289.8925,294.42,292.07,258.525,137.82,43.06,170.61,81.6,42.905,22.48,0.000672959,2.98E-05,0.005935909,0.028115582,0.040277078,0.060143169,0.05498305,280.85,28,402.4
2021/2/14 10:00,0.130825,0.105825,0.1214,0.02895,0.13025,0.07855,296.7725,242.6575,255.5,286.0175,289.95,287.8675,257.9025,137.82,43.06,226.685,66.715,56.265,22.48,0.000548559,3.07E-05,0.005961474,0.025525646,0.03639645,0.055288752,0.054305421,284.75,19,315.9
2021/2/14 13:00,0.01565,0.0071,0.001575,0.02595,0.039175,0.008075,281.5425,243.755,257.2325,279.2225,281.44,279.895,256.2025,137.82,43.06,255.585,72.015,90.675,22.48,0.000274235,3.30E-05,0.006334773,0.021402935,0.029718235,0.046778284,0.05246051,281.65,24,0
2021/2/14 19:00,0.0198,0.0232,0.013575,0.0394,0.053725,0.008825,282.6725,241.6775,254.625,279.22,282.5425,281.6425,256.03,137.82,43.06,339.24,120.095,161.97,22.48,0.00028796,2.88E-05,0.005781694,0.021394411,0.030524958,0.048558948,0.052281191,272.65,48,0
2021/2/14 22:00,0.0069,0,0,0.025025,0.0353,7.50E-05,280.6225,240.0025,254.1025,278.695,281.695,281.1725,256.2,137.82,43.06,73.04,138.54,140.67,22.48,0.000260637,2.58E-05,0.005673538,0.021097261,0.029900393,0.048075011,0.052458279,270.25,54,0
2021/2/15 1:00,0.008575,0.000275,0,0.02515,0.0353,0,279.595,239.4,254.455,277.8,280.7225,280.22,256.255,137.82,43.06,98.015,131.445,101.805,22.48,0.000247866,2.48E-05,0.005745167,0.020598086,0.029195277,0.047104763,0.052526827,268.15,65,0
2021/2/15 4:00,0.104225,0.07145,0.092775,0.026825,0.12915,0.07745,290.05,238.78,252.83,282.2225,285.845,284.795,256.83,137.82,43.06,122.635,106.8,65.095,22.48,0.000407652,2.38E-05,0.005420394,0.023156901,0.033055991,0.051897267,0.053133632,270.75,70,258.5
2021/2/15 7:00,0.129825,0.11045,0.190825,0.029225,0.210925,0.13735,302.995,242.4025,256.5275,292.3925,296.85,295.3225,260.6275,137.82,43.06,170.55,81.305,42.565,22.48,0.000715295,3.02E-05,0.006181347,0.029888496,0.042511243,0.064096223,0.057333647,280.35,28,555.3
2021/2/15 10:00,0.091475,0.063275,0.082525,0.02965,0.108525,0.060825,297.72,239.43,253.8,289.3475,293.67,291.795,258.9525,137.82,43.06,226.965,66.375,56.005,22.48,0.000572318,2.48E-05,0.005612521,0.027742164,0.039608722,0.059817566,0.055457821,283.05,22,362.9
2021/2/15 13:00,0.015725,0.0067,0.0022,0.026075,0.036925,0.004525,287.35,239.8075,253.2325,282.575,285.545,284.495,256.3775,137.82,43.06,255.89,71.7,90.515,22.48,0.00035932,2.54E-05,0.005499566,0.023366949,0.032816912,0.051572628,0.05264629,280.25,26,0
2021/2/15 19:00,0.021325,0.02545,0.017875,0.040025,0.05495,0.009325,282.15,240.15,253.8775,279.1675,282.0925,281.7725,256.2775,137.82,43.06,339.6,119.82,161.645,22.48,0.00028081,2.60E-05,0.005627864,0.02136441,0.03019227,0.048693292,0.052543494,270.05,68,0
2021/2/15 22:00,0.007225,7.50E-05,0,0.02485,0.0353,7.50E-05,279.6725,238.6825,253.75,278.17,280.9725,280.695,255.3525,137.82,43.06,72.58,138.2,140.48,22.48,0.000248809,2.36E-05,0.005602379,0.020803626,0.029375454,0.047587225,0.051554066,268.15,76,0
2021/2/16 1:00,0.0081,0.000325,0,0.025025,0.0353,7.50E-05,278.5425,239.03,253.3275,277.0425,279.7225,279.67,254.1575,137.82,43.06,97.705,131.125,101.635,22.48,0.000235349,2.41E-05,0.005518115,0.020182536,0.028482646,0.046550384,0.050304837,267.25,83,0
2021/2/16 4:00,0.093275,0.0685,0.106275,0.028025,0.134025,0.080775,291.22,239.08,253.8825,283.5675,286.8975,286.3975,256.2275,137.82,43.06,122.355,106.515,64.86,22.48,0.000430426,2.42E-05,0.005628925,0.023982418,0.033895998,0.053652877,0.052485169,269.65,81,254.7
2021/2/16 7:00,0.1245,0.111375,0.206325,0.0314,0.216725,0.142575,304.8925,240.4825,254.8075,293.0975,297.7225,296.3475,259.4275,137.82,43.06,170.49,81,42.225,22.48,0.000774,2.66E-05,0.005817477,0.030399828,0.043332362,0.065375254,0.055984524,281.75,28,513.4
2021/2/16 10:00,0.086525,0.063425,0.09255,0.041025,0.125975,0.070275,297.97,237.2,249.155,278.42,283.5225,281.0475,255.7825,137.82,43.06,227.245,66.035,55.755,22.48,0.00057792,2.14E-05,0.0047575,0.020995286,0.031336805,0.048042601,0.052137607,284.35,23,343.3
2021/2/16 13:00,0.0162,0.00965,0.0057,0.026075,0.03935,0.007,285.92,241.005,254.0775,281.3725,284.47,283.62,253.8325,137.82,43.06,256.2,71.375,90.355,22.48,0.000335822,2.76E-05,0.005673435,0.022673786,0.032024147,0.050700112,0.050039969,281.65,30,0
2021/2/16 19:00,0.0247,0.02715,0.018325,0.04185,0.056475,0.010025,281.4225,243.8525,257.63,278.5725,281.4475,281.145,255.8,137.82,43.06,339.965,119.545,161.325,22.48,0.000271164,3.32E-05,0.006422621,0.021028719,0.029719886,0.048046891,0.052029923,271.05,68,0
2021/2/16 22:00,0.007075,0,0,0.024775,0.0353,0,279.1225,244.88,257.705,277.7225,280.0925,279.8975,255.8525,137.82,43.06,72.13,137.865,140.275,22.48,0.000242174,3.54E-05,0.006439279,0.020555332,0.028744708,0.046779109,0.05208597,269.85,74,0
2021/2/17 1:00,0.009975,0.000275,0,0.02475,0.0353,0,278.0425,244.5075,257.125,276.5675,278.97,278.7475,254.905,137.82,43.06,97.4,130.81,101.455,22.48,0.000229594,3.46E-05,0.006310937,0.019924851,0.027954365,0.045630214,0.05108368,268.55,79,0
2021/2/17 4:00,0.0974,0.0704,0.10355,0.027525,0.1339,0.0814,290.3225,244.4275,256.5525,282.495,285.8975,285.2675,256.3025,137.82,43.06,122.075,106.23,64.615,22.48,0.000413234,3.44E-05,0.006186018,0.023325159,0.033099514,0.052410648,0.052569896,269.35,81,238.6
2021/2/17 7:00,0.127525,0.11195,0.198075,0.0294,0.2175,0.144025,303.67,244.2325,256.455,291.815,296.675,295.0175,258.65,137.82,43.06,170.445,80.685,41.87,22.48,0.000735757,3.40E-05,0.006164931,0.029469655,0.042345835,0.06371711,0.055128758,282.55,28,512.6
2021/2/17 10:00,0.3052,0.35505,0.35295,0.094475,0.1676,0.173225,265.4525,234.7275,240.0025,248.6275,251.075,250.0775,237.2275,137.82,43.06,227.54,65.685,55.495,22.48,0.000120004,1.80E-05,0.003331791,0.008634074,0.012957975,0.022856135,0.034543469,285.45,24,381.4
2021/2/17 13:00,0.0169,0.0089,0.004875,0.025775,0.03955,0.0069,282.4675,237.825,249.58,277.97,280.5425,279.5,254.2775,137.82,43.06,256.51,71.055,90.195,22.48,0.000285485,2.23E-05,0.004817363,0.020750269,0.029159243,0.046493742,0.050452088,282.05,33,0
2021/2/17 19:00,0.0254,0.02915,0.021775,0.042175,0.0587,0.0104,280.845,241.405,255.2275,277.9225,280.775,280.47,255.33,137.82,43.06,340.335,119.265,161.01,22.48,0.000263691,2.83E-05,0.005904415,0.020666248,0.029233209,0.047358381,0.051532559,269.95,68,0
2021/2/17 22:00,0.00665,7.50E-05,0,0.0249,0.0353,0,278.715,242.15,255.3025,277.1675,279.8475,279.615,254.125,137.82,43.06,71.68,137.52,140.08,22.48,0.000237366,2.97E-05,0.005920061,0.020250625,0.0285709,0.046495327,0.05026733,268.45,79,0
2021/2/18 1:00,0.008025,0.0004,0,0.025275,0.0353,0.000225,277.6975,241.3025,253.525,276.02,278.565,278.4175,254.8025,137.82,43.06,97.09,130.485,101.275,22.48,0.000225679,2.81E-05,0.005557544,0.019631218,0.027673155,0.045304075,0.050972338,267.45,84,0
2021/2/18 4:00,0.09715,0.0713,0.10615,0.027175,0.1361,0.082275,290.7,241.33,254.0575,282.4225,285.9475,285.4975,256.555,137.82,43.06,121.79,105.945,64.375,22.48,0.0004205,2.81E-05,0.005664295,0.023282448,0.033141357,0.052664765,0.052835691,272.15,79,268.7
2021/2/18 7:00,0.12895,0.113575,0.19925,0.029825,0.218775,0.145775,303.7975,239.575,252.205,292.22,297.225,297.24,259.055,137.82,43.06,170.395,80.37,41.525,22.48,0.000739599,2.51E-05,0.005299931,0.029760562,0.042861816,0.066502926,0.055567555,282.05,32,544.1
2021/2/18 10:00,0.105325,0.07285,0.09795,0.028025,0.120325,0.07515,297.4,239.105,250.88,289.62,294.495,295.12,260.7775,137.82,43.06,227.845,65.33,55.25,22.48,0.000564162,2.43E-05,0.005050171,0.027926403,0.040345008,0.063845338,0.057505642,286.75,20,394.9
2021/2/18 13:00,0.014975,0.0037,0,0.025575,0.035725,0.001925,285.37,239.7275,251.08,282.6975,286.6725,288.59,258.78,137.82,43.06,256.825,70.73,90.04,22.48,0.000327331,2.53E-05,0.005087104,0.023438353,0.033700688,0.056093026,0.055264555,283.25,28,0
2021/2/18 19:00,0.026375,0.031375,0.0257,0.04345,0.061425,0.011075,280.3675,239.5525,251.085,278.3475,281.22,282.1175,256.525,137.82,43.06,340.7,118.995,160.68,22.48,0.00025755,2.50E-05,0.005087976,0.020902348,0.029554393,0.049051483,0.052813671,270.25,66,0
2021/2/18 22:00,0.0066,0,0,0.025375,0.0353,7.50E-05,279.2175,239.255,249.9325,276.925,279.9,279.6175,255.0525,137.82,43.06,71.225,137.175,139.865,22.48,0.000243315,2.45E-05,0.004877358,0.020118536,0.028608325,0.046497504,0.0512391,268.35,81,0
2021/2/19 1:00,0.00815,0.00055,0,0.025125,0.0353,0.00015,278.095,239.45,250.0525,276.095,278.85,278.175,254.185,137.82,43.06,96.78,130.16,101.09,22.48,0.000230189,2.48E-05,0.004898891,0.01967106,0.027870709,0.045065496,0.050326384,267.15,86,0
2021/2/19 4:00,0.1039,0.074075,0.103075,0.026825,0.1359,0.082275,290.3,240.875,252.08,281.9925,285.645,285.145,257.005,137.82,43.06,121.51,105.65,64.12,22.48,0.000412558,2.73E-05,0.005275474,0.023022712,0.032902312,0.052283415,0.053323348,272.35,76,307.5
2021/2/19 7:00,0.1325,0.11615,0.195225,0.0276,0.217325,0.140925,303.3975,243.2275,254.8025,292.225,297.1725,297.1175,261.01,137.82,43.06,170.35,80.05,41.175,22.48,0.000727443,3.19E-05,0.005816325,0.029765314,0.042813124,0.066349425,0.057764487,282.95,27,425
2021/2/19 10:00,0.098025,0.072775,0.091725,0.02865,0.1171,0.0675,299.0225,245.205,256.155,289.32,293.795,294.47,262.5525,137.82,43.06,228.145,64.98,54.995,22.48,0.000604775,3.62E-05,0.006100708,0.027721352,0.039716459,0.06304679,0.059536681,286.65,14,203.1
2021/2/19 19:00,0.02845,0.033875,0.027325,0.045225,0.061525,0.011575,281.7,246.855,259.705,279.97,282.395,283.4925,258.755,137.82,43.06,341.065,118.715,160.345,22.48,0.00027486,4.02E-05,0.006897945,0.021823427,0.030415471,0.050494828,0.055238377,273.55,55,0
2021/2/19 22:00,0.007275,7.50E-05,0,0.02495,0.0353,0.00015,280.55,246.355,259.9775,279.02,281.4,281.2725,257.5075,137.82,43.06,70.785,136.83,139.655,22.48,0.000259714,3.89E-05,0.006962318,0.021280677,0.029685319,0.048177679,0.053867842,270.85,69,0
2021/2/20 1:00,0.009825,0.000425,0,0.0256,0.0353,0.00015,279.42,244.4825,259.0525,278.1475,280.4,280.025,257.425,137.82,43.06,96.47,129.83,100.905,22.48,0.000245744,3.46E-05,0.006747347,0.020790941,0.028963989,0.046907592,0.053781877,270.15,74,0
2021/2/20 4:00,0.104275,0.075725,0.0999,0.027025,0.134275,0.0817,291.1475,241.0525,256.055,283.3225,286.695,286.1975,259.0025,137.82,43.06,121.225,105.35,63.87,22.48,0.000428786,2.76E-05,0.006079151,0.023829082,0.03373135,0.053431522,0.055510574,273.85,56,297.3
2021/2/20 7:00,0.1314,0.1137,0.18995,0.02845,0.211075,0.13945,304.095,242.405,257.75,292.9225,297.6975,297.495,262.28,137.82,43.06,170.305,79.735,40.815,22.48,0.000748825,3.02E-05,0.006449521,0.030271734,0.043309193,0.066829812,0.059217693,281.05,30,443.1
2021/2/20 13:00,0.0183,0.00785,0.002075,0.025075,0.03685,0.0041,289.45,241.9025,255.4325,285.5225,289.3475,291.3475,263.33,137.82,43.06,257.47,70.085,89.72,22.48,0.000396028,2.92E-05,0.005947443,0.025200878,0.035878333,0.059285667,0.060437,284.05,21,0
2021/2/20 19:00,0.02985,0.038525,0.030575,0.047025,0.06455,0.01195,282.55,239.5275,252.55,280.5475,283.225,284.0675,260.1275,137.82,43.06,341.425,118.425,160.01,22.48,0.000286309,2.50E-05,0.005366726,0.022158384,0.031034405,0.051106805,0.056766074,270.75,64,0
2021/2/20 22:00,0.007025,0.00015,0,0.0254,0.0353,7.50E-05,281.2175,244.325,257.3325,279.695,282.095,282.1225,258.755,137.82,43.06,70.34,136.475,139.43,22.48,0.000268286,3.42E-05,0.006356747,0.021665566,0.03019414,0.049056183,0.055240079,272.35,64,0
2021/2/21 1:00,0.007975,0.000325,0,0.025025,0.0353,0.00015,280.25,244.355,256.7825,278.72,281.17,280.6675,258.13,137.82,43.06,96.16,129.49,100.705,22.48,0.000255945,3.43E-05,0.006236275,0.021111208,0.0295182,0.047559029,0.054550441,269.95,75,0
2021/2/21 4:00,0.1097,0.0761,0.097325,0.0269,0.1351,0.081825,291.6475,242.005,255.5525,283.575,286.995,286.27,259.4525,137.82,43.06,120.94,105.05,63.61,22.48,0.000438303,2.94E-05,0.005972545,0.023982335,0.033967834,0.05350669,0.056011575,275.05,61,332.4
2021/2/21 7:00,0.1359,0.114825,0.183025,0.027575,0.21205,0.1373,303.8675,243.3525,256.205,292.2725,296.995,296.5475,262.98,137.82,43.06,170.27,79.405,40.455,22.48,0.000741951,3.21E-05,0.006111229,0.029798985,0.04264648,0.065627523,0.060028182,282.55,31,280.8
2021/2/21 10:00,0.109275,0.082225,0.091025,0.0269,0.1144,0.06315,299.77,242.3,255.6025,291.695,296.47,297.3,264.93,137.82,43.06,228.785,64.26,54.495,22.48,0.00062423,3.00E-05,0.005983519,0.029383476,0.042154923,0.066579397,0.062323998,287.05,17,463.5
2021/2/21 19:00,0.029875,0.043875,0.03395,0.0487,0.0661,0.012575,283.4725,245.08,258.53,281.2925,283.7925,284.45,260.73,137.82,43.06,341.79,118.145,159.68,22.48,0.000299164,3.59E-05,0.006625837,0.022596215,0.031462586,0.051516685,0.057447157,275.75,50,0
2021/2/22 1:00,0.00785,0.0004,0,0.025775,0.0353,7.50E-05,281.0975,244.005,256.9025,279.625,282.0425,281.525,258.255,137.82,43.06,95.85,129.15,100.505,22.48,0.000266728,3.35E-05,0.006262755,0.021625111,0.030155448,0.048437699,0.054688439,270.45,71,0
2021/2/22 4:00,0.1111,0.0785,0.09095,0.026225,0.132025,0.0807,291.6225,242.7575,254.335,283.945,287.365,286.5975,259.5275,137.82,43.06,120.65,104.74,63.355,22.48,0.000437836,3.09E-05,0.005720608,0.024210451,0.034263281,0.053869432,0.056094357,273.85,59,152.5
2021/2/22 7:00,0.13835,0.11415,0.179725,0.027825,0.20865,0.1366,304.6175,242.975,254.705,293.17,297.995,297.37,263.45,137.82,43.06,170.225,79.075,40.09,22.48,0.000765227,3.13E-05,0.005796302,0.030453317,0.043592551,0.066669262,0.060576956,278.85,38,98.2
2021/2/22 10:00,0.10645,0.077575,0.089325,0.0257,0.11415,0.0634,300.84,242.9325,255.1025,292.67,297.4225,298.35,265.5825,137.82,43.06,229.11,63.89,54.24,22.48,0.000653288,3.13E-05,0.005878411,0.030086843,0.043048248,0.067923411,0.063104512,282.15,30,175.1
2021/2/22 13:00,0.018625,0.0084,0.001575,0.02515,0.036725,0.004225,290.49,246.225,257.905,286.8975,290.5475,292.4225,263.6275,137.82,43.06,258.135,69.42,89.41,22.48,0.000415051,3.86E-05,0.00648436,0.026092951,0.036886933,0.060562536,0.060787569,281.25,32,0
2021/2/22 19:00,0.031,0.0472,0.034325,0.049975,0.068675,0.012825,283.9725,245.58,257.375,281.8725,284.5225,285.0975,260.7525,137.82,43.06,342.145,117.86,159.34,22.48,0.000306371,3.71E-05,0.006366753,0.022941006,0.032019676,0.052215298,0.057471358,273.25,61,0
